,Date,Open,High,Low,Close,Volume,Market Cap,day_diff,up_or_down
32,2017-12-20,17760.3,17934.7,16077.7,16624.6,22149700000,297526000000,0.611577813678,1135.7
33,2017-12-19,19118.3,19177.8,17275.4,17776.7,16894500000,320242000000,0.705214465938,1341.6
34,2017-12-18,19106.4,19371.0,18355.9,19114.2,14839500000,320000000000,-0.00768397202246,-7.8
35,2017-12-17,19475.8,20089.0,18974.1,19140.8,13314600000,326141000000,0.300475378958,335.0
36,2017-12-16,17760.3,19716.7,17515.3,19497.4,12740600000,297376000000,-0.789088761697,-1737.1
37,2017-12-15,16601.3,18154.1,16601.3,17706.9,14310000000,277936000000,-0.712004121587,-1105.6
38,2017-12-14,16384.6,17085.8,16185.9,16564.0,13777400000,274269000000,-0.199355483943,-179.4
39,2017-12-13,17500.0,17653.1,16039.7,16408.2,12976900000,292900000000,0.676707574067,1091.8
40,2017-12-12,16919.8,17781.8,16571.6,17415.4,14603800000,283155000000,-0.409519087754,-495.6
41,2017-12-11,15427.4,17513.9,15404.8,16936.8,12153900000,258147000000,-0.715660708359,-1509.4
42,2017-12-10,15168.4,15850.6,13226.6,15455.4,13433300000,253782000000,-0.109375,-287.0
43,2017-12-09,16523.3,16783.0,13674.9,15178.2,13911300000,276415000000,0.432772433319,1345.1
44,2017-12-08,17802.9,18353.4,14336.9,16569.4,21136000000,297787000000,0.307108178763,1233.5
45,2017-12-07,14266.1,17899.7,14057.3,17899.7,17950700000,238600000000,-0.945658963148,-3633.6
46,2017-12-06,11923.4,14369.1,11923.4,14291.5,12656300000,199390000000,-0.968270842704,-2368.1
47,2017-12-05,11685.7,12032.0,11604.6,11916.7,6895260000,195389000000,-0.540477304633,-231.0
48,2017-12-04,11315.4,11657.2,11081.8,11657.2,6132410000,189172000000,-0.594021550226,-341.8
49,2017-12-03,11082.7,11858.7,10862.0,11323.2,6608310000,185258000000,-0.241296277716,-240.5
50,2017-12-02,10978.3,11320.2,10905.1,11074.6,5138500000,183490000000,-0.231992291014,-96.3
51,2017-12-01,10198.6,11046.7,9694.65,10975.6,6783120000,170436000000,-0.574682888946,-777.0
52,2017-11-30,9906.79,10801.0,9202.05,10233.6,8310690000,165537000000,-0.204390381188,-326.81
53,2017-11-29,10077.4,11517.4,9601.03,9888.61,11568800000,168367000000,0.0985143787473,188.79
54,2017-11-28,9823.43,10125.7,9736.3,10058.8,6348820000,164104000000,-0.604442732409,-235.37
55,2017-11-27,9352.72,9818.35,9352.72,9818.35,5653320000,156221000000,-1.0,-465.63
56,2017-11-26,8789.04,9522.93,8775.59,9330.55,5475580000,146789000000,-0.724583188375,-541.51
57,2017-11-25,8241.71,8790.92,8191.15,8790.92,4342060000,137632000000,-0.915701018724,-549.21
58,2017-11-24,8074.02,8374.16,7940.93,8253.69,5058610000,134816000000,-0.414721972163,-179.67
59,2017-11-23,8232.38,8267.4,8038.77,8038.77,4225180000,137444000000,0.846826750645,193.61
60,2017-11-22,8077.95,8302.26,8075.47,8253.55,3633530000,134851000000,-0.774284580449,-175.6
61,2017-11-21,8205.74,8348.66,7762.71,8071.26,4277610000,136967000000,0.22950763717,134.48
62,2017-11-20,8039.07,8336.86,7949.36,8200.64,3488450000,134167000000,-0.41695483871,-161.57
63,2017-11-19,7766.03,8101.91,7694.1,8036.49,3149320000,129595000000,-0.663201000466,-270.46
64,2017-11-18,7697.21,7884.99,7463.44,7790.15,3667190000,128425000000,-0.22047206737,-92.94
65,2017-11-17,7853.57,8004.59,7561.09,7708.99,4651670000,131026000000,0.325997745209,144.58
66,2017-11-16,7323.24,7967.38,7176.58,7871.69,5123810000,122164000000,-0.693538189176,-548.45
67,2017-11-15,6634.76,7342.25,6634.76,7315.54,4200880000,110667000000,-0.962246816209,-680.78
68,2017-11-14,6561.48,6764.98,6461.75,6635.75,3197110000,109434000000,-0.244929591399,-74.27
69,2017-11-13,5938.25,6811.19,5844.29,6559.49,6263250000,99029000000,-0.642506981074,-621.24
70,2017-11-12,6295.45,6625.05,5519.01,5950.07,8957350000,104980000000,0.312267187443,345.38
71,2017-11-11,6618.61,6873.15,6204.22,6357.6,4908680000,110362000000,0.390190303918,261.01
72,2017-11-10,7173.73,7312.0,6436.87,6618.14,5208250000,119607000000,0.634865677099,555.59
73,2017-11-09,7446.83,7446.83,7101.52,7143.58,3226250000,124146000000,0.878196403232,303.25
74,2017-11-08,7141.38,7776.42,7114.02,7459.69,4602200000,119041000000,-0.480540458937,-318.31
75,2017-11-07,7023.1,7253.32,7023.1,7144.38,2326340000,117056000000,-0.526800451742,-121.28
76,2017-11-06,7403.22,7445.77,7007.31,7022.76,3111900000,123379000000,0.867718834101,380.46
77,2017-11-05,7404.52,7617.48,7333.19,7407.41,2380410000,123388000000,-0.0101656758943,-2.89
78,2017-11-04,7164.48,7492.86,7031.28,7379.95,2483800000,119376000000,-0.466809653798,-215.47
79,2017-11-03,7087.53,7461.29,7002.94,7207.76,3369860000,118084000000,-0.262310461438,-120.23
80,2017-11-02,6777.77,7367.33,6758.72,7078.5,4653770000,112910000000,-0.494125959153,-300.73
81,2017-11-01,6440.97,6767.31,6377.88,6767.31,2870320000,107287000000,-0.837993991218,-326.34
82,2017-10-31,6132.02,6470.43,6103.33,6468.4,2311380000,102130000000,-0.916317079815,-336.38
83,2017-10-30,6114.85,6214.99,6040.85,6130.53,1772150000,101833000000,-0.0900424945446,-15.68
84,2017-10-29,5754.44,6255.71,5724.58,6153.85,2859040000,95819800000,-0.752000451867,-399.41
85,2017-10-28,5787.82,5876.72,5689.19,5753.09,1403920000,96369600000,0.185197035141,34.73
86,2017-10-27,5899.74,5988.39,5728.82,5780.9,1710130000,98225400000,0.457834110259,118.84
87,2017-10-26,5747.95,5976.8,5721.22,5904.83,1905040000,95685100000,-0.613819547695,-156.88
88,2017-10-25,5524.6,5754.33,5397.88,5750.8,1966990000,91954200000,-0.634591106747,-226.2
89,2017-10-24,5935.52,5935.52,5504.18,5526.64,2735700000,98781600000,0.947929707423,408.88
90,2017-10-23,6006.0,6075.59,5732.47,5930.32,2401840000,99941600000,0.220564234087,75.68
91,2017-10-22,6036.66,6076.26,5792.34,6008.42,2034630000,100438000000,0.0994646379262,28.24
92,2017-10-21,5996.79,6194.88,5965.07,6031.6,2207100000,99763200000,-0.15147295592,-34.81
93,2017-10-20,5708.11,6060.11,5627.23,6011.45,2354430000,94947900000,-0.700748475328,-303.34
94,2017-10-19,5583.74,5744.35,5531.06,5708.52,1780540000,92867000000,-0.58502508322,-124.78
95,2017-10-18,5603.82,5603.82,5151.44,5590.69,2399270000,93190200000,0.02902427163,13.13
96,2017-10-17,5741.58,5800.35,5472.72,5605.51,1821570000,95469300000,0.415316057748,136.07
97,2017-10-16,5687.57,5776.23,5544.21,5725.59,2008070000,94559000000,-0.163865184036,-38.02
98,2017-10-15,5835.96,5852.48,5478.61,5678.19,1976040000,97011900000,0.421991601359,157.77
99,2017-10-14,5643.53,5837.7,5591.64,5831.79,1669030000,93803000000,-0.765097943591,-188.26
100,2017-10-13,5464.16,5840.3,5436.85,5647.21,3615480000,90812400000,-0.453711736275,-183.05
101,2017-10-12,4829.58,5446.91,4822.0,5446.91,2791610000,80256700000,-0.987870253316,-617.33
102,2017-10-11,4789.25,4873.73,4751.63,4826.48,1222280000,79578200000,-0.304914004914,-37.23
103,2017-10-10,4776.21,4922.17,4765.1,4781.99,1597140000,79351800000,-0.0367988794805,-5.78
104,2017-10-09,4614.52,4878.71,4564.25,4772.02,1968740000,76656500000,-0.500858614768,-157.5
105,2017-10-08,4429.67,4624.14,4405.64,4610.48,1313870000,73575400000,-0.827505720824,-180.81
106,2017-10-07,4369.35,4443.88,4321.05,4426.89,906928000,72565100000,-0.468452332492,-57.54
107,2017-10-06,4324.46,4413.27,4320.53,4370.81,1069940000,71810600000,-0.499784343325,-46.35
108,2017-10-05,4229.88,4362.64,4164.05,4328.41,1161770000,70233700000,-0.496147842288,-98.53
109,2017-10-04,4319.37,4352.31,4210.42,4229.36,1116770000,71712500000,0.634364648672,90.01
110,2017-10-03,4408.46,4432.47,4258.89,4317.48,1288020000,73181300000,0.52413872566,90.98
111,2017-10-02,4395.81,4470.23,4377.46,4409.32,1431730000,72963200000,-0.145628974884,-13.51
112,2017-10-01,4341.05,4403.74,4269.81,4403.74,1208210000,72047300000,-0.468080340476,-62.69
113,2017-09-30,4166.11,4358.43,4160.86,4338.71,1207450000,69136600000,-0.873614415144,-172.6
114,2017-09-29,4171.62,4214.63,4039.29,4163.07,1367050000,69219200000,0.0487624044713,8.55
115,2017-09-28,4197.13,4279.31,4109.7,4174.73,1712320000,69633200000,0.132067684688,22.4
116,2017-09-27,3892.94,4210.05,3884.82,4200.67,1686880000,64579200000,-0.946191925714,-307.73
117,2017-09-26,3928.41,3969.89,3869.9,3892.35,1043740000,65161000000,0.360636063606,36.06
118,2017-09-25,3681.58,3950.25,3681.58,3926.07,1374210000,61061100000,-0.910001116611,-244.49
119,2017-09-24,3796.15,3796.15,3666.9,3682.84,768015000,62954300000,0.87667311412,113.31
120,2017-09-23,3629.92,3819.21,3594.58,3792.4,928114000,60190000000,-0.723322797489,-162.48
121,2017-09-22,3628.02,3758.27,3553.53,3630.7,1194830000,60152300000,-0.0130897723943,-2.68
122,2017-09-21,3901.47,3916.42,3613.63,3631.04,1411480000,64677600000,0.893127249909,270.43
123,2017-09-20,3916.36,4031.39,3857.73,3905.95,1213830000,64918500000,0.059944719567,10.41
124,2017-09-19,4073.79,4094.07,3868.87,3924.97,1563980000,67520300000,0.660834813499,148.82
125,2017-09-18,3591.09,4079.23,3591.09,4065.2,1943210000,59514100000,-0.971258245585,-474.11
126,2017-09-17,3606.28,3664.81,3445.64,3582.88,1239150000,59757800000,0.106766437012,23.4
127,2017-09-16,3637.75,3808.84,3487.79,3625.04,1818400000,60271600000,0.0395888490889,12.71
128,2017-09-15,3166.3,3733.45,2946.62,3637.52,4148070000,52453500000,-0.59888412999,-471.22
129,2017-09-14,3875.37,3920.6,3153.86,3154.95,2716310000,64191600000,0.939588387198,720.42
130,2017-09-13,4131.98,4131.98,3789.92,3882.59,2219410000,68432200000,0.729082617085,249.39
131,2017-09-12,4168.88,4344.65,4085.22,4130.81,1864530000,69033400000,0.146744786648,38.07
132,2017-09-11,4122.47,4261.67,4099.4,4161.27,1557330000,68256000000,-0.239107660073,-38.8
133,2017-09-10,4229.34,4245.44,3951.04,4122.94,1679090000,70018100000,0.361413043478,106.4
134,2017-09-09,4229.81,4308.82,4114.11,4226.06,1386230000,70017200000,0.0192594114324,3.75
135,2017-09-08,4605.16,4661.0,4075.18,4228.75,2700890000,76220200000,0.642535249735,376.41
136,2017-09-07,4589.14,4655.04,4491.33,4599.88,1844620000,75945000000,-0.0656038116181,-10.74
137,2017-09-06,4376.59,4617.25,4376.59,4597.12,2172100000,72418700000,-0.916355023685,-220.53
138,2017-09-05,4228.29,4427.84,3998.11,4376.53,2697970000,69954400000,-0.344960789333,-148.24
139,2017-09-04,4591.63,4591.63,4108.4,4236.31,2987330000,75955500000,0.735302030089,355.32
140,2017-09-03,4585.27,4714.08,4417.59,4582.96,1933190000,75841700000,0.00779115653142,2.31
141,2017-09-02,4901.42,4975.04,4469.24,4578.77,2722140000,81060600000,0.637900355872,322.65
142,2017-09-01,4701.76,4892.01,4678.53,4892.01,2599080000,77748400000,-0.891184185872,-190.25
143,2017-08-31,4555.59,4736.05,4549.4,4703.39,1944930000,75322300000,-0.791856415751,-147.8
144,2017-08-30,4570.36,4626.52,4471.41,4565.3,1937850000,75556600000,0.0326220101863,5.06
145,2017-08-29,4389.21,4625.68,4352.13,4579.02,2486080000,72553800000,-0.693876804972,-189.81
146,2017-08-28,4384.45,4403.93,4224.64,4382.66,1959330000,72467900000,0.00998382508785,1.79
147,2017-08-27,4345.1,4416.59,4317.29,4382.88,1537460000,71809200000,-0.380463242699,-37.78
148,2017-08-26,4372.06,4379.28,4269.52,4352.4,1511610000,72249100000,0.179118075802,19.66
149,2017-08-25,4332.82,4455.7,4307.35,4371.6,1727970000,71595100000,-0.261408830468,-38.78
150,2017-08-24,4137.6,4376.39,4130.26,4334.68,2037750000,68363900000,-0.800715069272,-197.08
151,2017-08-23,4089.01,4255.78,4078.41,4151.52,2369820000,67553000000,-0.352427129729,-62.51
152,2017-08-22,3998.35,4128.76,3674.58,4100.52,3764240000,66051000000,-0.22495486371,-102.17
153,2017-08-21,4090.48,4109.14,3988.6,4001.74,2800890000,67567100000,0.73618715779,88.74
154,2017-08-20,4189.31,4196.29,4069.88,4087.66,2109770000,69192700000,0.804129420141,101.65
155,2017-08-19,4137.75,4243.26,3970.55,4193.7,2975820000,68333100000,-0.205162993656,-55.95
156,2017-08-18,4324.34,4370.13,4015.4,4160.62,2941710000,71406500000,0.461534124545,163.72
157,2017-08-17,4384.44,4484.7,4243.71,4331.69,2553360000,72389100000,0.218888750571,52.75
158,2017-08-16,4200.34,4381.23,3994.42,4376.63,2272040000,69342700000,-0.455753470696,-176.29
159,2017-08-15,4326.99,4455.97,3906.18,4181.93,3258050000,71425500000,0.26384619582,145.06
160,2017-08-14,4066.1,4325.13,3989.16,4325.13,2463090000,67112300000,-0.770991457571,-259.03
161,2017-08-13,3880.04,4208.39,3857.8,4073.26,3159090000,64034100000,-0.551128098348,-193.22
162,2017-08-12,3650.63,3949.92,3613.7,3884.71,2219590000,60242100000,-0.696210814348,-234.08
163,2017-08-11,3373.82,3679.72,3372.12,3650.62,2021190000,55668000000,-0.899869960988,-276.8
164,2017-08-10,3341.84,3453.45,3319.47,3381.28,1515110000,55134700000,-0.294372294372,-39.44
165,2017-08-09,3420.4,3422.76,3247.67,3342.47,1468960000,56424900000,0.445085384659,77.93
166,2017-08-08,3370.22,3484.85,3345.83,3419.94,1752760000,55590300000,-0.357646381816,-49.72
167,2017-08-07,3212.78,3397.68,3180.89,3378.94,1482280000,52987300000,-0.766456017344,-166.16
168,2017-08-06,3257.61,3293.29,3155.6,3213.94,1105030000,53720900000,0.317161740141,43.67
169,2017-08-05,2897.63,3290.01,2874.83,3252.91,1945700000,47778200000,-0.855725227612,-355.28
170,2017-08-04,2806.93,2899.33,2743.72,2895.89,1002120000,46276200000,-0.571685624317,-88.96
171,2017-08-03,2709.56,2813.31,2685.14,2804.73,804797000,44666400000,-0.74252945307,-95.17
172,2017-08-02,2727.13,2762.53,2668.59,2710.67,1094950000,44950800000,0.175218224399,16.46
173,2017-08-01,2871.3,2921.35,2685.61,2718.26,1324670000,47321800000,0.649189785357,153.04
174,2017-07-31,2763.24,2889.62,2720.61,2875.34,860575000,45535800000,-0.663274362464,-112.1
175,2017-07-30,2724.39,2758.53,2644.85,2757.18,705943000,44890700000,-0.288441238564,-32.79
176,2017-07-29,2807.02,2808.76,2692.8,2726.45,803746000,46246700000,0.694808554674,80.57
177,2017-07-28,2679.73,2897.45,2679.73,2809.01,1380100000,44144400000,-0.593790189234,-129.28
178,2017-07-27,2538.71,2693.32,2529.34,2671.78,789104000,41816500000,-0.81150140261,-133.07
179,2017-07-26,2577.77,2610.76,2450.8,2529.45,937404000,42455000000,0.30207551888,48.32
180,2017-07-25,2757.5,2768.08,2480.96,2576.48,1460090000,45410100000,0.630468096963,181.02
181,2017-07-24,2732.7,2777.26,2699.19,2754.86,866474000,44995600000,-0.283847828872,-22.16
182,2017-07-23,2808.1,2832.18,2653.94,2730.4,1072840000,46231100000,0.435929084381,77.7
183,2017-07-22,2668.63,2862.42,2657.71,2810.12,1177130000,43929600000,-0.691172878706,-141.49
184,2017-07-21,2838.41,2838.41,2621.85,2667.76,1489450000,46719000000,0.788003324714,170.65
185,2017-07-20,2269.89,2900.7,2269.89,2817.6,2249260000,37356800000,-0.868264612165,-547.71
186,2017-07-19,2323.08,2397.17,2260.23,2273.43,1245100000,38227800000,0.362567547831,49.65
187,2017-07-18,2233.52,2387.61,2164.77,2318.88,1512450000,36749400000,-0.383055106803,-85.36
188,2017-07-17,1932.62,2230.49,1932.62,2228.41,1201760000,31795000000,-0.993017087991,-295.79
189,2017-07-16,1991.98,2058.77,1843.03,1929.82,1182870000,32767600000,0.288124594419,62.16
190,2017-07-15,2230.12,2231.14,1990.41,1998.86,993608000,36681300000,0.960661321813,231.26
191,2017-07-14,2360.59,2363.25,2183.22,2233.34,882503000,38823100000,0.706826640004,127.25
192,2017-07-13,2402.7,2425.22,2340.83,2357.9,835770000,39511000000,0.530868586325,44.8
193,2017-07-12,2332.77,2423.71,2275.14,2398.84,1117410000,38355900000,-0.444706199098,-66.07
194,2017-07-11,2385.89,2413.47,2296.81,2337.79,1329760000,39224200000,0.412309274816,48.1
195,2017-07-10,2525.25,2537.16,2321.13,2372.56,1111200000,41509000000,0.706799981484,152.69
196,2017-07-09,2572.61,2635.49,2517.59,2518.44,527856000,42283200000,0.459457167091,54.17
197,2017-07-08,2520.27,2571.34,2492.31,2571.34,733330000,41417700000,-0.646210299886,-51.07
198,2017-07-07,2608.59,2916.14,2498.87,2518.66,917412000,42864200000,0.215519927145,89.93
199,2017-07-06,2608.1,2616.72,2581.69,2608.56,761957000,42851400000,-0.0131316014844,-0.46
200,2017-07-05,2602.87,2622.65,2538.55,2601.99,941566000,42760800000,0.0104637336504,0.88
201,2017-07-04,2561.0,2631.59,2559.35,2601.64,985516000,42067900000,-0.562569213732,-40.64
202,2017-07-03,2498.56,2595.0,2480.47,2564.06,964112000,41037200000,-0.571902558282,-65.5
203,2017-07-02,2436.4,2514.28,2394.84,2506.47,803747000,40010500000,-0.58665438714,-70.07
204,2017-07-01,2492.6,2515.27,2419.23,2434.55,779914000,40928200000,0.604435651812,58.05
205,2017-06-30,2539.24,2559.25,2478.43,2480.84,860273000,41689100000,0.722593417471,58.4
206,2017-06-29,2567.56,2588.83,2510.48,2539.32,949979000,42150300000,0.360433950223,28.24
207,2017-06-28,2553.03,2603.98,2484.42,2574.79,1183870000,41906700000,-0.18200066912,-21.76
208,2017-06-27,2478.45,2552.45,2332.99,2552.45,1489790000,40677900000,-0.337191287706,-74.0
209,2017-06-26,2590.57,2615.25,2376.29,2478.45,1663280000,42514000000,0.469199866086,112.12
210,2017-06-25,2607.25,2682.26,2552.12,2589.41,1161100000,42783800000,0.137083141233,17.84
211,2017-06-24,2738.52,2757.94,2583.19,2608.72,982750000,44932900000,0.742775393419,129.8
212,2017-06-23,2707.34,2765.17,2706.37,2744.91,961319000,44415900000,-0.638945578231,-37.57
213,2017-06-22,2691.03,2723.74,2642.36,2705.41,1097940000,44143700000,-0.176701892357,-14.38
214,2017-06-21,2709.43,2772.01,2660.4,2689.1,1626580000,44440800000,0.182152136905,20.33
215,2017-06-20,2591.26,2763.45,2589.82,2721.79,1854190000,42498000000,-0.751771007314,-130.53
216,2017-06-19,2549.03,2662.85,2549.03,2589.6,1446840000,41800600000,-0.356439992971,-40.57
217,2017-06-18,2655.35,2662.1,2516.33,2548.29,1178660000,43539300000,0.734444673115,107.06
218,2017-06-17,2514.01,2685.19,2484.96,2655.88,1534510000,41217200000,-0.708535184538,-141.87
219,2017-06-16,2469.57,2539.92,2385.15,2518.56,1195190000,40484100000,-0.316534212057,-48.99
220,2017-06-15,2499.58,2534.71,2212.96,2464.58,2026260000,40971300000,0.10878010878,35.0
221,2017-06-14,2716.88,2786.83,2412.94,2506.37,1696560000,44528300000,0.563026558613,210.51
222,2017-06-13,2680.91,2789.04,2650.38,2717.02,1781200000,43934100000,-0.260421174095,-36.11
223,2017-06-12,2953.22,2997.26,2518.56,2659.63,2569530000,48391200000,0.61330687278,293.59
224,2017-06-11,2942.41,2996.6,2840.53,2958.11,1752400000,48208700000,-0.100595886461,-15.7
225,2017-06-10,2828.14,2950.99,2746.55,2947.71,2018890000,46331400000,-0.584865975347,-119.57
226,2017-06-09,2807.44,2901.71,2795.62,2823.81,1348950000,45987100000,-0.154302950325,-16.37
227,2017-06-08,2720.49,2815.3,2670.95,2805.62,1281170000,44557100000,-0.589747142362,-85.13
228,2017-06-07,2869.38,2869.38,2700.56,2732.16,1517710000,46989800000,0.812818386447,137.22
229,2017-06-06,2690.84,2999.91,2690.84,2863.2,2089610000,44061000000,-0.557673019057,-172.36
230,2017-06-05,2512.4,2686.81,2510.22,2686.81,1369310000,41133900000,-0.987655020103,-174.41
231,2017-06-04,2547.79,2585.89,2452.54,2511.81,1355120000,41708200000,0.269816272966,35.98
232,2017-06-03,2493.72,2581.91,2423.57,2515.35,1514950000,40817100000,-0.136604774536,-21.63
233,2017-06-02,2404.03,2488.55,2373.32,2488.55,1317030000,39344600000,-0.733489542654,-84.52
234,2017-06-01,2288.33,2448.39,2288.33,2407.88,1653180000,37446200000,-0.746907409721,-119.55
235,2017-05-31,2187.19,2311.08,2145.57,2286.41,1544830000,35786700000,-0.599480393934,-99.22
236,2017-05-30,2255.36,2301.96,2124.57,2175.47,1443970000,36897000000,0.450363605615,79.89
237,2017-05-29,2159.43,2307.05,2107.17,2255.61,994625000,35323500000,-0.481188713228,-96.18
238,2017-05-28,2054.08,2267.34,2054.08,2155.8,1147140000,33595900000,-0.476976460658,-101.72
239,2017-05-27,2196.27,2260.2,1855.83,2038.87,1700480000,35917100000,0.389247471375,157.4
240,2017-05-26,2320.89,2573.79,2071.99,2202.42,1763480000,37950600000,0.236090075727,118.47
241,2017-05-25,2446.24,2763.71,2285.3,2304.98,2406700000,39995400000,0.295269747706,141.26
242,2017-05-24,2321.37,2523.72,2321.37,2443.64,1725380000,37949200000,-0.604250061774,-122.27
243,2017-05-23,2191.56,2320.82,2178.5,2320.42,1378750000,35822600000,-0.905424395728,-128.86
244,2017-05-22,2043.19,2303.9,2017.87,2173.4,1942220000,33393600000,-0.455231968675,-130.21
245,2017-05-21,2067.03,2119.08,2037.5,2041.2,1147860000,33779400000,0.31662172101,25.83
246,2017-05-20,1984.24,2084.73,1974.92,2084.73,961336000,32422400000,-0.915126126947,-100.49
247,2017-05-19,1897.37,2004.52,1890.25,1987.71,1157290000,30999000000,-0.790583705259,-90.34
248,2017-05-18,1818.7,1904.48,1807.12,1888.65,894321000,29710500000,-0.718467543139,-69.95
249,2017-05-17,1726.73,1864.05,1661.91,1839.09,1064730000,28204800000,-0.555852379539,-112.36
250,2017-05-16,1741.7,1785.94,1686.54,1734.45,959045000,28446300000,0.0729376257545,7.25
251,2017-05-15,1808.44,1812.8,1708.54,1738.43,731529000,29532600000,0.67149434107,70.01
252,2017-05-14,1800.86,1831.42,1776.62,1808.91,437196000,29405100000,-0.146897810219,-8.05
253,2017-05-13,1723.12,1812.99,1651.08,1804.91,579635000,28132300000,-0.505157186091,-81.79
254,2017-05-12,1845.76,1856.15,1694.01,1724.24,740984000,30131100000,0.749475761687,121.52
255,2017-05-11,1780.37,1873.93,1755.35,1848.57,799490000,29060600000,-0.575139146568,-68.2
256,2017-05-10,1756.52,1788.44,1719.1,1787.13,915723000,28668100000,-0.441447937698,-30.61
257,2017-05-09,1723.89,1833.49,1716.3,1755.36,1167920000,28132200000,-0.268538271184,-31.47
258,2017-05-08,1596.92,1723.35,1596.92,1723.35,1340320000,26056500000,-1.0,-126.43
259,2017-05-07,1579.47,1596.72,1559.76,1596.71,1080030000,25768500000,-0.46645021645,-17.24
260,2017-05-06,1556.81,1578.8,1542.5,1578.8,582530000,25395600000,-0.605785123967,-21.99
261,2017-05-05,1540.87,1618.03,1530.31,1555.45,946036000,25133100000,-0.166210670315,-14.58
262,2017-05-04,1490.72,1608.91,1490.72,1537.67,933549000,24311900000,-0.397241729419,-46.95
263,2017-05-03,1453.78,1492.77,1447.49,1490.09,583796000,23707100000,-0.801899293286,-36.31
264,2017-05-02,1421.03,1473.9,1415.69,1452.82,477338000,23170200000,-0.546126095173,-31.79
265,2017-05-01,1348.3,1434.32,1348.3,1421.6,713624000,21981800000,-0.85212741223,-73.3
266,2017-04-30,1321.87,1347.91,1314.92,1347.89,413115000,21548400000,-0.788723855714,-26.02
267,2017-04-29,1317.84,1327.2,1315.21,1321.79,422706000,21479800000,-0.329441201001,-3.95
268,2017-04-28,1317.74,1331.28,1292.37,1316.48,527489000,21476000000,0.0323824209715,1.26
269,2017-04-27,1281.88,1319.7,1281.3,1317.73,449197000,20889200000,-0.93359375,-35.85
270,2017-04-26,1265.99,1294.83,1265.93,1281.08,329631000,20627900000,-0.52214532872,-15.09
271,2017-04-25,1250.45,1267.58,1249.97,1265.49,242556000,20372300000,-0.854060193072,-15.04
